url
http://www.shuang0420.com/2016/06/21/零散笔记/#more
http://www.shuang0420.com/2016/06/20/TensorFlow实战-MNIST/#more
http://www.shuang0420.com/2016/06/15/讲座笔记 -- 腾讯应用宝/#more
http://www.shuang0420.com/2016/06/15/爬虫总结-三-scrapinghub/#more
http://www.shuang0420.com/2016/06/12/爬虫总结-二-scrapy/#more
http://www.shuang0420.com/2016/06/11/爬虫总结（一）/#more
http://www.shuang0420.com/2016/06/01/gensim-doc2vec实战/#more
http://www.shuang0420.com/2016/05/30/gensim-word2vec实战/#more
http://www.shuang0420.com/2016/05/29/word2vec详解之六-若干源码细节/#more
http://www.shuang0420.com/2016/05/29/word2vec详解之五-基于-Negative-Sampling-的模型/#more
